;v0.3.135e10_exEcai-3ag_ECAI_Clique_3All
Product of total size of  sent messages (avg) ;7.6389135E8;
Product of total size of  sent messages (stddev) ;0.0;
Product of total size of  sent messages (min) ;763891350;
Product of total size of  sent messages (max) ;763891350;
Product of max size of  sent messages (avg) ;415872.0;
Product of max size of  sent messages (stddev) ;0.0;
Product of max size of  sent messages (min) ;415872;
Product of max size of  sent messages (max) ;415872;
Product of min size of  sent messages (avg) ;0.0;
Product of min size of  sent messages (stddev) ;0.0;
Product of min size of  sent messages (min) ;0;
Product of min size of  sent messages (max) ;0;
Max of nb of  sent messages (avg) ;45.0;
Max of nb of  sent messages (stddev) ;0.0;
Max of nb of  sent messages (min) ;45;
Max of nb of  sent messages (max) ;45;
Max of total size of  sent messages (avg) ;995.0;
Max of total size of  sent messages (stddev) ;0.0;
Max of total size of  sent messages (min) ;995;
Max of total size of  sent messages (max) ;995;
Max of max size of  sent messages (avg) ;76.0;
Max of max size of  sent messages (stddev) ;0.0;
Max of max size of  sent messages (min) ;76;
Max of max size of  sent messages (max) ;76;
Max of min size of  sent messages (avg) ;0.0;
Max of min size of  sent messages (stddev) ;0.0;
Max of min size of  sent messages (min) ;0;
Max of min size of  sent messages (max) ;0;
Min of nb of  sent messages (avg) ;40.0;
Min of nb of  sent messages (stddev) ;0.0;
Min of nb of  sent messages (min) ;40;
Min of nb of  sent messages (max) ;40;
Min of total size of  sent messages (avg) ;815.0;
Min of total size of  sent messages (stddev) ;0.0;
Min of total size of  sent messages (min) ;815;
Min of total size of  sent messages (max) ;815;
Min of max size of  sent messages (avg) ;72.0;
Min of max size of  sent messages (stddev) ;0.0;
Min of max size of  sent messages (min) ;72;
Min of max size of  sent messages (max) ;72;
Min of min size of  sent messages (avg) ;0.0;
Min of min size of  sent messages (stddev) ;0.0;
Min of min size of  sent messages (min) ;0;
Min of min size of  sent messages (max) ;0;
Sum of nb of  sent messages (avg) ;128.0;
Sum of nb of  sent messages (stddev) ;0.0;
Sum of nb of  sent messages (min) ;128;
Sum of nb of  sent messages (max) ;128;
Sum of total size of  sent messages (avg) ;2752.0;
Sum of total size of  sent messages (stddev) ;0.0;
Sum of total size of  sent messages (min) ;2752;
Sum of total size of  sent messages (max) ;2752;
Sum of max size of  sent messages (avg) ;224.0;
Sum of max size of  sent messages (stddev) ;0.0;
Sum of max size of  sent messages (min) ;224;
Sum of max size of  sent messages (max) ;224;
Sum of min size of  sent messages (avg) ;0.0;
Sum of min size of  sent messages (stddev) ;0.0;
Sum of min size of  sent messages (min) ;0;
Sum of min size of  sent messages (max) ;0;
Average of nb of  sent messages (avg) ;42.66666666666667;
Average of nb of  sent messages (stddev) ;7.105427357601002E-15;
Average of nb of  sent messages (min) ;42.666666666666664;
Average of nb of  sent messages (max) ;42.666666666666664;
Average of total size of  sent messages (avg) ;917.3333333333334;
Average of total size of  sent messages (stddev) ;0.0;
Average of total size of  sent messages (min) ;917.3333333333334;
Average of total size of  sent messages (max) ;917.3333333333334;
Average of max size of  sent messages (avg) ;74.66666666666666;
Average of max size of  sent messages (stddev) ;1.4210854715202004E-14;
Average of max size of  sent messages (min) ;74.66666666666667;
Average of max size of  sent messages (max) ;74.66666666666667;
Average of min size of  sent messages (avg) ;0.0;
Average of min size of  sent messages (stddev) ;0.0;
Average of min size of  sent messages (min) ;0.0;
Average of min size of  sent messages (max) ;0;
Standard deviation of nb of  sent messages (avg) ;2.054804667656326;
Standard deviation of nb of  sent messages (stddev) ;4.440892098500626E-16;
Standard deviation of nb of  sent messages (min) ;2.0548046676563256;
Standard deviation of nb of  sent messages (max) ;2.0548046676563256;
Standard deviation of total size of  sent messages (avg) ;75.52630152617179;
Standard deviation of total size of  sent messages (stddev) ;1.4210854715202004E-14;
Standard deviation of total size of  sent messages (min) ;75.5263015261718;
Standard deviation of total size of  sent messages (max) ;75.5263015261718;
Standard deviation of max size of  sent messages (avg) ;1.8856180831641267;
Standard deviation of max size of  sent messages (stddev) ;0.0;
Standard deviation of max size of  sent messages (min) ;1.8856180831641267;
Standard deviation of max size of  sent messages (max) ;1.8856180831641267;
Standard deviation of min size of  sent messages (avg) ;0.0;
Standard deviation of min size of  sent messages (stddev) ;0.0;
Standard deviation of min size of  sent messages (min) ;0.0;
Standard deviation of min size of  sent messages (max) ;0;
Product of nb of  received messages (avg) ;96922.0;
Product of nb of  received messages (stddev) ;0.0;
Product of nb of  received messages (min) ;96922;
Product of nb of  received messages (max) ;96922;
Product of total size of  received messages (avg) ;7.71476528E8;
Product of total size of  received messages (stddev) ;0.0;
Product of total size of  received messages (min) ;771476528;
Product of total size of  received messages (max) ;771476528;
Product of max size of  received messages (avg) ;438976.0;
Product of max size of  received messages (stddev) ;0.0;
Product of max size of  received messages (min) ;438976;
Product of max size of  received messages (max) ;438976;
Product of min size of  received messages (avg) ;0.0;
Product of min size of  received messages (stddev) ;0.0;
Product of min size of  received messages (min) ;0;
Product of min size of  received messages (max) ;0;
Max of nb of  received messages (avg) ;49.0;
Max of nb of  received messages (stddev) ;0.0;
Max of nb of  received messages (min) ;49;
Max of nb of  received messages (max) ;49;
Max of total size of  received messages (avg) ;934.0;
Max of total size of  received messages (stddev) ;0.0;
Max of total size of  received messages (min) ;934;
Max of total size of  received messages (max) ;934;
Max of max size of  received messages (avg) ;76.0;
Max of max size of  received messages (stddev) ;0.0;
Max of max size of  received messages (min) ;76;
Max of max size of  received messages (max) ;76;
Max of min size of  received messages (avg) ;0.0;
Max of min size of  received messages (stddev) ;0.0;
Max of min size of  received messages (min) ;0;
Max of min size of  received messages (max) ;0;
Min of nb of  received messages (avg) ;43.0;
Min of nb of  received messages (stddev) ;0.0;
Min of nb of  received messages (min) ;43;
Min of nb of  received messages (max) ;43;
Min of total size of  received messages (avg) ;892.0;
Min of total size of  received messages (stddev) ;0.0;
Min of total size of  received messages (min) ;892;
Min of total size of  received messages (max) ;892;
Min of max size of  received messages (avg) ;76.0;
Min of max size of  received messages (stddev) ;0.0;
Min of max size of  received messages (min) ;76;
Min of max size of  received messages (max) ;76;
Min of min size of  received messages (avg) ;0.0;
Min of min size of  received messages (stddev) ;0.0;
Min of min size of  received messages (min) ;0;
Min of min size of  received messages (max) ;0;
Sum of nb of  received messages (avg) ;138.0;
Sum of nb of  received messages (stddev) ;0.0;
Sum of nb of  received messages (min) ;138;
Sum of nb of  received messages (max) ;138;
Sum of total size of  received messages (avg) ;2752.0;
Sum of total size of  received messages (stddev) ;0.0;
Sum of total size of  received messages (min) ;2752;
Sum of total size of  received messages (max) ;2752;
Sum of max size of  received messages (avg) ;228.0;
Sum of max size of  received messages (stddev) ;0.0;
Sum of max size of  received messages (min) ;228;
Sum of max size of  received messages (max) ;228;
Sum of min size of  received messages (avg) ;0.0;
Sum of min size of  received messages (stddev) ;0.0;
Sum of min size of  received messages (min) ;0;
Sum of min size of  received messages (max) ;0;
Average of nb of  received messages (avg) ;46.0;
Average of nb of  received messages (stddev) ;0.0;
Average of nb of  received messages (min) ;46.0;
Average of nb of  received messages (max) ;46.0;
Average of total size of  received messages (avg) ;917.3333333333334;
Average of total size of  received messages (stddev) ;0.0;
Average of total size of  received messages (min) ;917.3333333333334;
Average of total size of  received messages (max) ;917.3333333333334;
Average of max size of  received messages (avg) ;76.0;
Average of max size of  received messages (stddev) ;0.0;
Average of max size of  received messages (min) ;76.0;
Average of max size of  received messages (max) ;76.0;
Average of min size of  received messages (avg) ;0.0;
Average of min size of  received messages (stddev) ;0.0;
Average of min size of  received messages (min) ;0.0;
Average of min size of  received messages (max) ;0;
Standard deviation of nb of  received messages (avg) ;2.4494897427831783;
Standard deviation of nb of  received messages (stddev) ;4.440892098500626E-16;
Standard deviation of nb of  received messages (min) ;2.449489742783178;
Standard deviation of nb of  received messages (max) ;2.449489742783178;
Standard deviation of total size of  received messages (avg) ;18.20866704499688;
Standard deviation of total size of  received messages (stddev) ;3.552713678800501E-15;
Standard deviation of total size of  received messages (min) ;18.208667044996883;
Standard deviation of total size of  received messages (max) ;18.208667044996883;
Standard deviation of max size of  received messages (avg) ;0.0;
Standard deviation of max size of  received messages (stddev) ;0.0;
Standard deviation of max size of  received messages (min) ;0.0;
Standard deviation of max size of  received messages (max) ;0;
Standard deviation of min size of  received messages (avg) ;0.0;
Standard deviation of min size of  received messages (stddev) ;0.0;
Standard deviation of min size of  received messages (min) ;0.0;
Standard deviation of min size of  received messages (max) ;0;
Product of nb of  initlocalconv (avg) ;6.0;
Product of nb of  initlocalconv (stddev) ;0.0;
Product of nb of  initlocalconv (min) ;6;
Product of nb of  initlocalconv (max) ;6;
Max of nb of  initlocalconv (avg) ;3.0;
Max of nb of  initlocalconv (stddev) ;0.0;
Max of nb of  initlocalconv (min) ;3;
Max of nb of  initlocalconv (max) ;3;
Min of nb of  initlocalconv (avg) ;1.0;
Min of nb of  initlocalconv (stddev) ;0.0;
Min of nb of  initlocalconv (min) ;1;
Min of nb of  initlocalconv (max) ;1;
Sum of nb of  initlocalconv (avg) ;6.0;
Sum of nb of  initlocalconv (stddev) ;0.0;
Sum of nb of  initlocalconv (min) ;6;
Sum of nb of  initlocalconv (max) ;6;
Average of nb of  initlocalconv (avg) ;2.0;
Average of nb of  initlocalconv (stddev) ;0.0;
Average of nb of  initlocalconv (min) ;2.0;
Average of nb of  initlocalconv (max) ;2.0;
Standard deviation of nb of  initlocalconv (avg) ;0.816496580927726;
Standard deviation of nb of  initlocalconv (stddev) ;0.0;
Standard deviation of nb of  initlocalconv (min) ;0.816496580927726;
Standard deviation of nb of  initlocalconv (max) ;0.816496580927726;
Product of nb of  acceptlocalconv (avg) ;6.0;
Product of nb of  acceptlocalconv (stddev) ;0.0;
Product of nb of  acceptlocalconv (min) ;6;
Product of nb of  acceptlocalconv (max) ;6;
Max of nb of  acceptlocalconv (avg) ;3.0;
Max of nb of  acceptlocalconv (stddev) ;0.0;
Max of nb of  acceptlocalconv (min) ;3;
Max of nb of  acceptlocalconv (max) ;3;
Min of nb of  acceptlocalconv (avg) ;1.0;
Min of nb of  acceptlocalconv (stddev) ;0.0;
Min of nb of  acceptlocalconv (min) ;1;
Min of nb of  acceptlocalconv (max) ;1;
Sum of nb of  acceptlocalconv (avg) ;6.0;
Sum of nb of  acceptlocalconv (stddev) ;0.0;
Sum of nb of  acceptlocalconv (min) ;6;
Sum of nb of  acceptlocalconv (max) ;6;
Average of nb of  acceptlocalconv (avg) ;2.0;
Average of nb of  acceptlocalconv (stddev) ;0.0;
Average of nb of  acceptlocalconv (min) ;2.0;
Average of nb of  acceptlocalconv (max) ;2.0;
Standard deviation of nb of  acceptlocalconv (avg) ;0.816496580927726;
Standard deviation of nb of  acceptlocalconv (stddev) ;0.0;
Standard deviation of nb of  acceptlocalconv (min) ;0.816496580927726;
Standard deviation of nb of  acceptlocalconv (max) ;0.816496580927726;
Product of nb of {started} sent (avg) ;1.0;
Product of nb of {started} sent (stddev) ;0.0;
Product of nb of {started} sent (min) ;1;
Product of nb of {started} sent (max) ;1;
Product of total size of {started} sent (avg) ;0.0;
Product of total size of {started} sent (stddev) ;0.0;
Product of total size of {started} sent (min) ;0;
Product of total size of {started} sent (max) ;0;
Product of max size of {started} sent (avg) ;0.0;
Product of max size of {started} sent (stddev) ;0.0;
Product of max size of {started} sent (min) ;0;
Product of max size of {started} sent (max) ;0;
Product of min size of {started} sent (avg) ;0.0;
Product of min size of {started} sent (stddev) ;0.0;
Product of min size of {started} sent (min) ;0;
Product of min size of {started} sent (max) ;0;
Max of nb of {started} sent (avg) ;1.0;
Max of nb of {started} sent (stddev) ;0.0;
Max of nb of {started} sent (min) ;1;
Max of nb of {started} sent (max) ;1;
Max of total size of {started} sent (avg) ;0.0;
Max of total size of {started} sent (stddev) ;0.0;
Max of total size of {started} sent (min) ;0;
Max of total size of {started} sent (max) ;0;
Max of max size of {started} sent (avg) ;0.0;
Max of max size of {started} sent (stddev) ;0.0;
Max of max size of {started} sent (min) ;0;
Max of max size of {started} sent (max) ;0;
Max of min size of {started} sent (avg) ;0.0;
Max of min size of {started} sent (stddev) ;0.0;
Max of min size of {started} sent (min) ;0;
Max of min size of {started} sent (max) ;0;
Min of nb of {started} sent (avg) ;1.0;
Min of nb of {started} sent (stddev) ;0.0;
Min of nb of {started} sent (min) ;1;
Min of nb of {started} sent (max) ;1;
Min of total size of {started} sent (avg) ;0.0;
Min of total size of {started} sent (stddev) ;0.0;
Min of total size of {started} sent (min) ;0;
Min of total size of {started} sent (max) ;0;
Min of max size of {started} sent (avg) ;0.0;
Min of max size of {started} sent (stddev) ;0.0;
Min of max size of {started} sent (min) ;0;
Min of max size of {started} sent (max) ;0;
Min of min size of {started} sent (avg) ;0.0;
Min of min size of {started} sent (stddev) ;0.0;
Min of min size of {started} sent (min) ;0;
Min of min size of {started} sent (max) ;0;
Sum of nb of {started} sent (avg) ;3.0;
Sum of nb of {started} sent (stddev) ;0.0;
Sum of nb of {started} sent (min) ;3;
Sum of nb of {started} sent (max) ;3;
Sum of total size of {started} sent (avg) ;0.0;
Sum of total size of {started} sent (stddev) ;0.0;
Sum of total size of {started} sent (min) ;0;
Sum of total size of {started} sent (max) ;0;
Sum of max size of {started} sent (avg) ;0.0;
Sum of max size of {started} sent (stddev) ;0.0;
Sum of max size of {started} sent (min) ;0;
Sum of max size of {started} sent (max) ;0;
Sum of min size of {started} sent (avg) ;0.0;
Sum of min size of {started} sent (stddev) ;0.0;
Sum of min size of {started} sent (min) ;0;
Sum of min size of {started} sent (max) ;0;
Average of nb of {started} sent (avg) ;1.0;
Average of nb of {started} sent (stddev) ;0.0;
Average of nb of {started} sent (min) ;1.0;
Average of nb of {started} sent (max) ;1.0;
Average of total size of {started} sent (avg) ;0.0;
Average of total size of {started} sent (stddev) ;0.0;
Average of total size of {started} sent (min) ;0.0;
Average of total size of {started} sent (max) ;0;
Average of max size of {started} sent (avg) ;0.0;
Average of max size of {started} sent (stddev) ;0.0;
Average of max size of {started} sent (min) ;0.0;
Average of max size of {started} sent (max) ;0;
Average of min size of {started} sent (avg) ;0.0;
Average of min size of {started} sent (stddev) ;0.0;
Average of min size of {started} sent (min) ;0.0;
Average of min size of {started} sent (max) ;0;
Standard deviation of nb of {started} sent (avg) ;0.0;
Standard deviation of nb of {started} sent (stddev) ;0.0;
Standard deviation of nb of {started} sent (min) ;0.0;
Standard deviation of nb of {started} sent (max) ;0;
Standard deviation of total size of {started} sent (avg) ;0.0;
Standard deviation of total size of {started} sent (stddev) ;0.0;
Standard deviation of total size of {started} sent (min) ;0.0;
Standard deviation of total size of {started} sent (max) ;0;
Standard deviation of max size of {started} sent (avg) ;0.0;
Standard deviation of max size of {started} sent (stddev) ;0.0;
Standard deviation of max size of {started} sent (min) ;0.0;
Standard deviation of max size of {started} sent (max) ;0;
Standard deviation of min size of {started} sent (avg) ;0.0;
Standard deviation of min size of {started} sent (stddev) ;0.0;
Standard deviation of min size of {started} sent (min) ;0.0;
Standard deviation of min size of {started} sent (max) ;0;
Product of nb of {request} sent (avg) ;6.0;
Product of nb of {request} sent (stddev) ;0.0;
Product of nb of {request} sent (min) ;6;
Product of nb of {request} sent (max) ;6;
Product of total size of {request} sent (avg) ;34992.0;
Product of total size of {request} sent (stddev) ;0.0;
Product of total size of {request} sent (min) ;34992;
Product of total size of {request} sent (max) ;34992;
Product of max size of {request} sent (avg) ;5832.0;
Product of max size of {request} sent (stddev) ;0.0;
Product of max size of {request} sent (min) ;5832;
Product of max size of {request} sent (max) ;5832;
Product of min size of {request} sent (avg) ;5832.0;
Product of min size of {request} sent (stddev) ;0.0;
Product of min size of {request} sent (min) ;5832;
Product of min size of {request} sent (max) ;5832;
Max of nb of {request} sent (avg) ;3.0;
Max of nb of {request} sent (stddev) ;0.0;
Max of nb of {request} sent (min) ;3;
Max of nb of {request} sent (max) ;3;
Max of total size of {request} sent (avg) ;54.0;
Max of total size of {request} sent (stddev) ;0.0;
Max of total size of {request} sent (min) ;54;
Max of total size of {request} sent (max) ;54;
Max of max size of {request} sent (avg) ;18.0;
Max of max size of {request} sent (stddev) ;0.0;
Max of max size of {request} sent (min) ;18;
Max of max size of {request} sent (max) ;18;
Max of min size of {request} sent (avg) ;18.0;
Max of min size of {request} sent (stddev) ;0.0;
Max of min size of {request} sent (min) ;18;
Max of min size of {request} sent (max) ;18;
Min of nb of {request} sent (avg) ;1.0;
Min of nb of {request} sent (stddev) ;0.0;
Min of nb of {request} sent (min) ;1;
Min of nb of {request} sent (max) ;1;
Min of total size of {request} sent (avg) ;18.0;
Min of total size of {request} sent (stddev) ;0.0;
Min of total size of {request} sent (min) ;18;
Min of total size of {request} sent (max) ;18;
Min of max size of {request} sent (avg) ;18.0;
Min of max size of {request} sent (stddev) ;0.0;
Min of max size of {request} sent (min) ;18;
Min of max size of {request} sent (max) ;18;
Min of min size of {request} sent (avg) ;18.0;
Min of min size of {request} sent (stddev) ;0.0;
Min of min size of {request} sent (min) ;18;
Min of min size of {request} sent (max) ;18;
Sum of nb of {request} sent (avg) ;6.0;
Sum of nb of {request} sent (stddev) ;0.0;
Sum of nb of {request} sent (min) ;6;
Sum of nb of {request} sent (max) ;6;
Sum of total size of {request} sent (avg) ;108.0;
Sum of total size of {request} sent (stddev) ;0.0;
Sum of total size of {request} sent (min) ;108;
Sum of total size of {request} sent (max) ;108;
Sum of max size of {request} sent (avg) ;54.0;
Sum of max size of {request} sent (stddev) ;0.0;
Sum of max size of {request} sent (min) ;54;
Sum of max size of {request} sent (max) ;54;
Sum of min size of {request} sent (avg) ;54.0;
Sum of min size of {request} sent (stddev) ;0.0;
Sum of min size of {request} sent (min) ;54;
Sum of min size of {request} sent (max) ;54;
Average of nb of {request} sent (avg) ;2.0;
Average of nb of {request} sent (stddev) ;0.0;
Average of nb of {request} sent (min) ;2.0;
Average of nb of {request} sent (max) ;2.0;
Average of total size of {request} sent (avg) ;36.0;
Average of total size of {request} sent (stddev) ;0.0;
Average of total size of {request} sent (min) ;36.0;
Average of total size of {request} sent (max) ;36.0;
Average of max size of {request} sent (avg) ;18.0;
Average of max size of {request} sent (stddev) ;0.0;
Average of max size of {request} sent (min) ;18.0;
Average of max size of {request} sent (max) ;18.0;
Average of min size of {request} sent (avg) ;18.0;
Average of min size of {request} sent (stddev) ;0.0;
Average of min size of {request} sent (min) ;18.0;
Average of min size of {request} sent (max) ;18.0;
Standard deviation of nb of {request} sent (avg) ;0.816496580927726;
Standard deviation of nb of {request} sent (stddev) ;0.0;
Standard deviation of nb of {request} sent (min) ;0.816496580927726;
Standard deviation of nb of {request} sent (max) ;0.816496580927726;
Standard deviation of total size of {request} sent (avg) ;14.696938456699069;
Standard deviation of total size of {request} sent (stddev) ;0.0;
Standard deviation of total size of {request} sent (min) ;14.696938456699069;
Standard deviation of total size of {request} sent (max) ;14.696938456699069;
Standard deviation of max size of {request} sent (avg) ;0.0;
Standard deviation of max size of {request} sent (stddev) ;0.0;
Standard deviation of max size of {request} sent (min) ;0.0;
Standard deviation of max size of {request} sent (max) ;0;
Standard deviation of min size of {request} sent (avg) ;0.0;
Standard deviation of min size of {request} sent (stddev) ;0.0;
Standard deviation of min size of {request} sent (min) ;0.0;
Standard deviation of min size of {request} sent (max) ;0;
Product of nb of {propose} sent (avg) ;210.0;
Product of nb of {propose} sent (stddev) ;0.0;
Product of nb of {propose} sent (min) ;210;
Product of nb of {propose} sent (max) ;210;
Product of total size of {propose} sent (avg) ;8888800.0;
Product of total size of {propose} sent (stddev) ;0.0;
Product of total size of {propose} sent (min) ;8888800;
Product of total size of {propose} sent (max) ;8888800;
Product of max size of {propose} sent (avg) ;352336.0;
Product of max size of {propose} sent (stddev) ;0.0;
Product of max size of {propose} sent (min) ;352336;
Product of max size of {propose} sent (max) ;352336;
Product of min size of {propose} sent (avg) ;792.0;
Product of min size of {propose} sent (stddev) ;0.0;
Product of min size of {propose} sent (min) ;792;
Product of min size of {propose} sent (max) ;792;
Max of nb of {propose} sent (avg) ;7.0;
Max of nb of {propose} sent (stddev) ;0.0;
Max of nb of {propose} sent (min) ;7;
Max of nb of {propose} sent (max) ;7;
Max of total size of {propose} sent (avg) ;271.0;
Max of total size of {propose} sent (stddev) ;0.0;
Max of total size of {propose} sent (min) ;271;
Max of total size of {propose} sent (max) ;271;
Max of max size of {propose} sent (avg) ;76.0;
Max of max size of {propose} sent (stddev) ;0.0;
Max of max size of {propose} sent (min) ;76;
Max of max size of {propose} sent (max) ;76;
Max of min size of {propose} sent (avg) ;22.0;
Max of min size of {propose} sent (stddev) ;0.0;
Max of min size of {propose} sent (min) ;22;
Max of min size of {propose} sent (max) ;22;
Min of nb of {propose} sent (avg) ;5.0;
Min of nb of {propose} sent (stddev) ;0.0;
Min of nb of {propose} sent (min) ;5;
Min of nb of {propose} sent (max) ;5;
Min of total size of {propose} sent (avg) ;164.0;
Min of total size of {propose} sent (stddev) ;0.0;
Min of total size of {propose} sent (min) ;164;
Min of total size of {propose} sent (max) ;164;
Min of max size of {propose} sent (avg) ;61.0;
Min of max size of {propose} sent (stddev) ;0.0;
Min of max size of {propose} sent (min) ;61;
Min of max size of {propose} sent (max) ;61;
Min of min size of {propose} sent (avg) ;6.0;
Min of min size of {propose} sent (stddev) ;0.0;
Min of min size of {propose} sent (min) ;6;
Min of min size of {propose} sent (max) ;6;
Sum of nb of {propose} sent (avg) ;18.0;
Sum of nb of {propose} sent (stddev) ;0.0;
Sum of nb of {propose} sent (min) ;18;
Sum of nb of {propose} sent (max) ;18;
Sum of total size of {propose} sent (avg) ;635.0;
Sum of total size of {propose} sent (stddev) ;0.0;
Sum of total size of {propose} sent (min) ;635;
Sum of total size of {propose} sent (max) ;635;
Sum of max size of {propose} sent (avg) ;213.0;
Sum of max size of {propose} sent (stddev) ;0.0;
Sum of max size of {propose} sent (min) ;213;
Sum of max size of {propose} sent (max) ;213;
Sum of min size of {propose} sent (avg) ;34.0;
Sum of min size of {propose} sent (stddev) ;0.0;
Sum of min size of {propose} sent (min) ;34;
Sum of min size of {propose} sent (max) ;34;
Average of nb of {propose} sent (avg) ;6.0;
Average of nb of {propose} sent (stddev) ;0.0;
Average of nb of {propose} sent (min) ;6.0;
Average of nb of {propose} sent (max) ;6.0;
Average of total size of {propose} sent (avg) ;211.66666666666669;
Average of total size of {propose} sent (stddev) ;2.8421709430404007E-14;
Average of total size of {propose} sent (min) ;211.66666666666666;
Average of total size of {propose} sent (max) ;211.66666666666666;
Average of max size of {propose} sent (avg) ;71.0;
Average of max size of {propose} sent (stddev) ;0.0;
Average of max size of {propose} sent (min) ;71.0;
Average of max size of {propose} sent (max) ;71.0;
Average of min size of {propose} sent (avg) ;11.333333333333332;
Average of min size of {propose} sent (stddev) ;1.7763568394002505E-15;
Average of min size of {propose} sent (min) ;11.333333333333334;
Average of min size of {propose} sent (max) ;11.333333333333334;
Standard deviation of nb of {propose} sent (avg) ;0.816496580927726;
Standard deviation of nb of {propose} sent (stddev) ;0.0;
Standard deviation of nb of {propose} sent (min) ;0.816496580927726;
Standard deviation of nb of {propose} sent (max) ;0.816496580927726;
Standard deviation of total size of {propose} sent (avg) ;44.4547210341289;
Standard deviation of total size of {propose} sent (stddev) ;0.0;
Standard deviation of total size of {propose} sent (min) ;44.4547210341289;
Standard deviation of total size of {propose} sent (max) ;44.4547210341289;
Standard deviation of max size of {propose} sent (avg) ;7.0710678118654755;
Standard deviation of max size of {propose} sent (stddev) ;0.0;
Standard deviation of max size of {propose} sent (min) ;7.0710678118654755;
Standard deviation of max size of {propose} sent (max) ;7.0710678118654755;
Standard deviation of min size of {propose} sent (avg) ;7.542472332656507;
Standard deviation of min size of {propose} sent (stddev) ;0.0;
Standard deviation of min size of {propose} sent (min) ;7.542472332656507;
Standard deviation of min size of {propose} sent (max) ;7.542472332656507;
Product of nb of {acknowledge confirmation} sent (avg) ;100.0;
Product of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Product of nb of {acknowledge confirmation} sent (min) ;100;
Product of nb of {acknowledge confirmation} sent (max) ;100;
Product of total size of {acknowledge confirmation} sent (avg) ;2021376.0;
Product of total size of {acknowledge confirmation} sent (stddev) ;0.0;
Product of total size of {acknowledge confirmation} sent (min) ;2021376;
Product of total size of {acknowledge confirmation} sent (max) ;2021376;
Product of max size of {acknowledge confirmation} sent (avg) ;87856.0;
Product of max size of {acknowledge confirmation} sent (stddev) ;0.0;
Product of max size of {acknowledge confirmation} sent (min) ;87856;
Product of max size of {acknowledge confirmation} sent (max) ;87856;
Product of min size of {acknowledge confirmation} sent (avg) ;864.0;
Product of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Product of min size of {acknowledge confirmation} sent (min) ;864;
Product of min size of {acknowledge confirmation} sent (max) ;864;
Max of nb of {acknowledge confirmation} sent (avg) ;5.0;
Max of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Max of nb of {acknowledge confirmation} sent (min) ;5;
Max of nb of {acknowledge confirmation} sent (max) ;5;
Max of total size of {acknowledge confirmation} sent (avg) ;188.0;
Max of total size of {acknowledge confirmation} sent (stddev) ;0.0;
Max of total size of {acknowledge confirmation} sent (min) ;188;
Max of total size of {acknowledge confirmation} sent (max) ;188;
Max of max size of {acknowledge confirmation} sent (avg) ;76.0;
Max of max size of {acknowledge confirmation} sent (stddev) ;0.0;
Max of max size of {acknowledge confirmation} sent (min) ;76;
Max of max size of {acknowledge confirmation} sent (max) ;76;
Max of min size of {acknowledge confirmation} sent (avg) ;24.0;
Max of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Max of min size of {acknowledge confirmation} sent (min) ;24;
Max of min size of {acknowledge confirmation} sent (max) ;24;
Min of nb of {acknowledge confirmation} sent (avg) ;4.0;
Min of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Min of nb of {acknowledge confirmation} sent (min) ;4;
Min of nb of {acknowledge confirmation} sent (max) ;4;
Min of total size of {acknowledge confirmation} sent (avg) ;96.0;
Min of total size of {acknowledge confirmation} sent (stddev) ;0.0;
Min of total size of {acknowledge confirmation} sent (min) ;96;
Min of total size of {acknowledge confirmation} sent (max) ;96;
Min of max size of {acknowledge confirmation} sent (avg) ;34.0;
Min of max size of {acknowledge confirmation} sent (stddev) ;0.0;
Min of max size of {acknowledge confirmation} sent (min) ;34;
Min of max size of {acknowledge confirmation} sent (max) ;34;
Min of min size of {acknowledge confirmation} sent (avg) ;6.0;
Min of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Min of min size of {acknowledge confirmation} sent (min) ;6;
Min of min size of {acknowledge confirmation} sent (max) ;6;
Sum of nb of {acknowledge confirmation} sent (avg) ;14.0;
Sum of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Sum of nb of {acknowledge confirmation} sent (min) ;14;
Sum of nb of {acknowledge confirmation} sent (max) ;14;
Sum of total size of {acknowledge confirmation} sent (avg) ;396.0;
Sum of total size of {acknowledge confirmation} sent (stddev) ;0.0;
Sum of total size of {acknowledge confirmation} sent (min) ;396;
Sum of total size of {acknowledge confirmation} sent (max) ;396;
Sum of max size of {acknowledge confirmation} sent (avg) ;144.0;
Sum of max size of {acknowledge confirmation} sent (stddev) ;0.0;
Sum of max size of {acknowledge confirmation} sent (min) ;144;
Sum of max size of {acknowledge confirmation} sent (max) ;144;
Sum of min size of {acknowledge confirmation} sent (avg) ;36.0;
Sum of min size of {acknowledge confirmation} sent (stddev) ;0.0;
Sum of min size of {acknowledge confirmation} sent (min) ;36;
Sum of min size of {acknowledge confirmation} sent (max) ;36;
Average of nb of {acknowledge confirmation} sent (avg) ;4.666666666666666;
Average of nb of {acknowledge confirmation} sent (stddev) ;8.881784197001252E-16;
Average of nb of {acknowledge confirmation} sent (min) ;4.666666666666667;
Average of nb of {acknowledge confirmation} sent (max) ;4.666666666666667;
